,neighbourhood_cleansed,Word,Word_Count
953,Strathcona,gastown,10
954,Strathcona,skytrain,10
955,Strathcona,away,9
956,Strathcona,main,8
957,Strathcona,street,8
958,Strathcona,beautiful,8
959,Strathcona,walk,8
960,Strathcona,-,8
961,Strathcona,modern,7
962,Strathcona,seawall,7
963,Strathcona,world,7
964,Strathcona,chinatown,7
965,Strathcona,city,7
966,Strathcona,steps,7
967,Strathcona,one,7
968,Strathcona,bedroom,7
969,Strathcona,vancouver,7
970,Strathcona,1,7
971,Strathcona,bed,7
972,Strathcona,science,6
973,Strathcona,space,6
974,Strathcona,mount,6
975,Strathcona,located,6
976,Strathcona,station,6
977,Strathcona,walking,5
978,Strathcona,olympic,5
979,Strathcona,village,5
980,Strathcona,views,5
981,Strathcona,place,5
982,Strathcona,enjoy,5
983,Strathcona,stay,5
984,Strathcona,apartment,5
985,Strathcona,distance,4
986,Strathcona,arena,4
987,Strathcona,windows,4
988,Strathcona,heart,4
989,Strathcona,two,4
990,Strathcona,bus,4
991,Strathcona,queen,4
992,Strathcona,fold,4
993,Strathcona,mountain,4
994,Strathcona,quick,4
995,Strathcona,pleasant,4
996,Strathcona,minutes,4
997,Strathcona,home,4
998,Strathcona,private,4
999,Strathcona,within,3
1000,West Point Grey,ubc,69
1001,West Point Grey,downtown,51
1002,West Point Grey,-,47
1003,West Point Grey,beach,46
1004,West Point Grey,house,44
1005,West Point Grey,walk,43
1006,West Point Grey,home,43
1007,West Point Grey,grey,40
1008,West Point Grey,point,40
1009,West Point Grey,vancouver,39
1010,West Point Grey,bus,38
1011,West Point Grey,minutes,35
1012,West Point Grey,located,35
1013,West Point Grey,beautiful,32
1014,West Point Grey,min,32
1015,West Point Grey,away,31
1016,West Point Grey,private,29
1017,West Point Grey,5,29
1018,West Point Grey,minute,29
1019,West Point Grey,room,27
1020,West Point Grey,one,26
1021,West Point Grey,2,25
1022,West Point Grey,restaurants,25
1023,West Point Grey,suite,25
1024,West Point Grey,beaches,24
1025,West Point Grey,kitchen,24
1026,West Point Grey,drive,24
1027,West Point Grey,park,23
1028,West Point Grey,bedroom,23
1029,West Point Grey,pacific,22
1030,West Point Grey,bathroom,22
1031,West Point Grey,two,22
1032,West Point Grey,spirit,21
1033,West Point Grey,living,21
1034,West Point Grey,neighbourhood,20
1035,West Point Grey,close,20
1036,West Point Grey,transit,19
1037,West Point Grey,shops,19
1038,West Point Grey,quiet,18
1039,West Point Grey,20,18
1040,West Point Grey,mins,18
1041,West Point Grey,10,17
1042,West Point Grey,area,16
1043,West Point Grey,15,15
1044,West Point Grey,bedrooms,15
1045,West Point Grey,spanish,15
1046,West Point Grey,bed,14
1047,West Point Grey,garden,14
1048,West Point Grey,blocks,14
1049,West Point Grey,west,14
1050,Oakridge,minutes,50
1051,Oakridge,downtown,49
1052,Oakridge,vancouver,39
1053,Oakridge,house,36
1054,Oakridge,room,36
1055,Oakridge,walk,34
1056,Oakridge,airport,32
1057,Oakridge,min,31
1058,Oakridge,bus,27
1059,Oakridge,15,27
1060,Oakridge,location,27
1061,Oakridge,private,25
1062,Oakridge,area,25
1063,Oakridge,2,24
1064,Oakridge,located,24
1065,Oakridge,skytrain,24
1066,Oakridge,station,24
1067,Oakridge,oakridge,23
1068,Oakridge,queen,23
1069,Oakridge,langara,23
1070,Oakridge,suite,22
1071,Oakridge,place,22
1072,Oakridge,size,22
1073,Oakridge,bedroom,22
1074,Oakridge,-,22
1075,Oakridge,home,20
1076,Oakridge,10,20
1077,Oakridge,bed,20
1078,Oakridge,20,20
1079,Oakridge,away,19
1080,Oakridge,quiet,18
1081,Oakridge,kitchen,18
1082,Oakridge,mall,18
1083,Oakridge,close,18
1084,Oakridge,neighbourhood,17
1085,Oakridge,1,17
1086,Oakridge,mins,17
1087,Oakridge,train,17
1088,Oakridge,full,16
1089,Oakridge,5,16
1090,Oakridge,public,16
1091,Oakridge,transportation,15
1092,Oakridge,minute,15
1093,Oakridge,canada,14
1094,Oakridge,line,14
1095,Oakridge,bathroom,14
1096,Oakridge,get,14
1097,Oakridge,around,14
1098,Oakridge,convenient,13
1099,Oakridge,spacious,13
1100,Victoria-Fraserview,room,54
1101,Victoria-Fraserview,vancouver,51
1102,Victoria-Fraserview,private,45
1103,Victoria-Fraserview,house,44
1104,Victoria-Fraserview,located,44
1105,Victoria-Fraserview,close,37
1106,Victoria-Fraserview,quiet,36
1107,Victoria-Fraserview,free,36
1108,Victoria-Fraserview,bathroom,35
1109,Victoria-Fraserview,bedroom,35
1110,Victoria-Fraserview,downtown,34
1111,Victoria-Fraserview,airport,34
1112,Victoria-Fraserview,bed,33
1113,Victoria-Fraserview,clean,32
1114,Victoria-Fraserview,minutes,31
1115,Victoria-Fraserview,bus,30
1116,Victoria-Fraserview,suite,30
1117,Victoria-Fraserview,kitchen,29
1118,Victoria-Fraserview,queen,27
1119,Victoria-Fraserview,home,26
1120,Victoria-Fraserview,guests,26
1121,Victoria-Fraserview,street,26
1122,Victoria-Fraserview,neighbourhood,25
1123,Victoria-Fraserview,place,24
1124,Victoria-Fraserview,parking,24
1125,Victoria-Fraserview,-,24
1126,Victoria-Fraserview,drive,22
1127,Victoria-Fraserview,transit,21
1128,Victoria-Fraserview,living,20
1129,Victoria-Fraserview,entrance,19
1130,Victoria-Fraserview,space,19
1131,Victoria-Fraserview,use,19
1132,Victoria-Fraserview,2,18
1133,Victoria-Fraserview,one,18
1134,Victoria-Fraserview,1,17
1135,Victoria-Fraserview,shared,17
1136,Victoria-Fraserview,15,17
1137,Victoria-Fraserview,dryer,17
1138,Victoria-Fraserview,restaurants,17
1139,Victoria-Fraserview,also,16
1140,Victoria-Fraserview,away,16
1141,Victoria-Fraserview,please,15
1142,Victoria-Fraserview,family,15
1143,Victoria-Fraserview,20,15
1144,Victoria-Fraserview,fraserview,15
1145,Victoria-Fraserview,provided,15
1146,Victoria-Fraserview,walk,14
1147,Victoria-Fraserview,golf,14
1148,Victoria-Fraserview,big,14
1149,Victoria-Fraserview,washer,14
