,neighbourhood_cleansed,Word,Word_Count
989,Strathcona,home,68
990,Strathcona,it's,68
991,Strathcona,hosts,68
992,Strathcona,check,67
993,Strathcona,accommodating,67
994,Strathcona,leanne,67
995,Strathcona,get,66
996,Strathcona,even,65
997,Strathcona,loved,64
998,Strathcona,area,64
999,Strathcona,needed,63
1000,West Point Grey,great,1143
1001,West Point Grey,place,949
1002,West Point Grey,stay,938
1003,West Point Grey,location,731
1004,West Point Grey,clean,658
1005,West Point Grey,house,583
1006,West Point Grey,vancouver,529
1007,West Point Grey,nice,476
1008,West Point Grey,would,462
1009,West Point Grey,host,426
1010,West Point Grey,ubc,394
1011,West Point Grey,us,393
1012,West Point Grey,home,393
1013,West Point Grey,comfortable,382
1014,West Point Grey,beautiful,353
1015,West Point Grey,close,348
1016,West Point Grey,easy,342
1017,West Point Grey,quiet,324
1018,West Point Grey,everything,321
1019,West Point Grey,perfect,320
1020,West Point Grey,recommend,316
1021,West Point Grey,room,298
1022,West Point Grey,lovely,289
1023,West Point Grey,beach,283
1024,West Point Grey,neighborhood,261
1025,West Point Grey,well,259
1026,West Point Grey,good,257
1027,West Point Grey,bus,244
1028,West Point Grey,space,240
1029,West Point Grey,hosts,240
1030,West Point Grey,definitely,239
1031,West Point Grey,wonderful,238
1032,West Point Grey,time,233
1033,West Point Grey,really,231
1034,West Point Grey,suite,224
1035,West Point Grey,restaurants,211
1036,West Point Grey,area,209
1037,West Point Grey,apartment,207
1038,West Point Grey,helpful,202
1039,West Point Grey,family,201
1040,West Point Grey,downtown,194
1041,West Point Grey,needed,190
1042,West Point Grey,also,188
1043,West Point Grey,walk,187
1044,West Point Grey,kitchen,186
1045,West Point Grey,little,170
1046,West Point Grey,highly,169
1047,West Point Grey,enjoyed,167
1048,West Point Grey,shops,161
1049,West Point Grey,friendly,159
1050,Oakridge,place,1214
1051,Oakridge,great,973
1052,Oakridge,stay,866
1053,Oakridge,clean,839
1054,Oakridge,location,625
1055,Oakridge,room,619
1056,Oakridge,nice,533
1057,Oakridge,house,514
1058,Oakridge,host,477
1059,Oakridge,would,434
1060,Oakridge,vancouver,428
1061,Oakridge,comfortable,411
1062,Oakridge,good,395
1063,Oakridge,easy,362
1064,Oakridge,close,360
1065,Oakridge,us,355
1066,Oakridge,recommend,353
1067,Oakridge,really,342
1068,Oakridge,quiet,329
1069,Oakridge,downtown,300
1070,Oakridge,home,283
1071,Oakridge,airport,269
1072,Oakridge,everything,267
1073,Oakridge,also,262
1074,Oakridge,definitely,248
1075,Oakridge,well,247
1076,Oakridge,super,246
1077,Oakridge,rebecca,233
1078,Oakridge,space,219
1079,Oakridge,bed,216
1080,Oakridge,friendly,216
1081,Oakridge,kitchen,213
1082,Oakridge,station,210
1083,Oakridge,get,210
1084,Oakridge,time,210
1085,Oakridge,skytrain,209
1086,Oakridge,convenient,203
1087,Oakridge,bathroom,193
1088,Oakridge,walk,192
1089,Oakridge,spacious,191
1090,Oakridge,perfect,190
1091,Oakridge,one,189
1092,Oakridge,helpful,184
1093,Oakridge,train,181
1094,Oakridge,highly,172
1095,Oakridge,night,163
1096,Oakridge,area,161
1097,Oakridge,like,161
1098,Oakridge,bus,158
1099,Oakridge,staying,155
1100,Victoria-Fraserview,place,1012
1101,Victoria-Fraserview,stay,756
1102,Victoria-Fraserview,clean,732
1103,Victoria-Fraserview,great,671
1104,Victoria-Fraserview,nice,488
1105,Victoria-Fraserview,house,402
1106,Victoria-Fraserview,host,357
1107,Victoria-Fraserview,would,336
1108,Victoria-Fraserview,vancouver,336
1109,Victoria-Fraserview,good,322
1110,Victoria-Fraserview,room,317
1111,Victoria-Fraserview,location,299
1112,Victoria-Fraserview,everything,271
1113,Victoria-Fraserview,comfortable,270
1114,Victoria-Fraserview,recommend,260
1115,Victoria-Fraserview,really,242
1116,Victoria-Fraserview,us,235
1117,Victoria-Fraserview,easy,232
1118,Victoria-Fraserview,bus,207
1119,Victoria-Fraserview,get,195
1120,Victoria-Fraserview,quiet,194
1121,Victoria-Fraserview,definitely,192
1122,Victoria-Fraserview,home,190
1123,Victoria-Fraserview,downtown,185
1124,Victoria-Fraserview,close,177
1125,Victoria-Fraserview,friendly,168
1126,Victoria-Fraserview,time,166
1127,Victoria-Fraserview,space,163
1128,Victoria-Fraserview,kitchen,156
1129,Victoria-Fraserview,also,156
1130,Victoria-Fraserview,well,153
1131,Victoria-Fraserview,helpful,149
1132,Victoria-Fraserview,need,135
1133,Victoria-Fraserview,needed,129
1134,Victoria-Fraserview,super,129
1135,Victoria-Fraserview,suite,118
1136,Victoria-Fraserview,like,117
1137,Victoria-Fraserview,apartment,114
1138,Victoria-Fraserview,one,113
1139,Victoria-Fraserview,parking,113
1140,Victoria-Fraserview,spacious,111
1141,Victoria-Fraserview,perfect,110
1142,Victoria-Fraserview,stayed,106
1143,Victoria-Fraserview,always,106
1144,Victoria-Fraserview,quick,103
1145,Victoria-Fraserview,bathroom,103
1146,Victoria-Fraserview,lucy,103
1147,Victoria-Fraserview,neighborhood,102
1148,Victoria-Fraserview,shafi,102
1149,Victoria-Fraserview,enjoyed,101
